Code,Area,16 or under,17-19,20-23,24+,Still in education,Never had education,,16 or under-95,17-19-95,20-23-95,24+-95,Still in education-95,Never had education-95
E12000002,North West,"2,120,000","1,179,000","1,001,000","191,000","359,000","11,000",,"39,000","31,000","29,000","13,000","18,000","3,000"
E12000003,Yorkshire and The Humber,"1,634,000","908,000","681,000","130,000","280,000","5,000",,"38,000","29,000","26,000","11,000","18,000","2,000"
E12000004,East Midlands,"1,367,000","878,000","593,000","108,000","224,000","3,000",,"42,000","35,000","28,000","11,000","17,000","2,000"
E12000005,West Midlands,"1,691,000","968,000","758,000","134,000","294,000","9,000",,"40,000","31,000","28,000","12,000","18,000","3,000"
E12000006,East,"1,570,000","1,194,000","886,000","187,000","245,000","4,000",,"44,000","39,000","34,000","15,000","18,000","2,000"
E12000007,London,"1,241,000","1,496,000","2,128,000","721,000","488,000","52,000",,"40,000","46,000","56,000","32,000","26,000","8,000"
E12000008,South East,"1,964,000","1,773,000","1,538,000","330,000","404,000","5,000",,"45,000","44,000","40,000","18,000","21,000","2,000"
E12000009,South West,"1,327,000","1,087,000","823,000","165,000","252,000",-,,"34,000","32,000","28,000","13,000","16,000",-
,,,,,,,,,,,,,,
E92000001,England,"13,790,000","9,907,000","8,717,000","2,031,000","2,670,000","92,000",,"113,000","102,000","98,000","47,000","55,000","10,000"
W92000004,Wales,"851,000","563,000","431,000","79,000","157,000","6,000",,"18,000","15,000","13,000","6,000","9,000","2,000"
S92000003,Scotland,"1,445,000","942,000","821,000","220,000","270,000",-,,"28,000","24,000","23,000","12,000","15,000",-
N92000002,Northern Ireland,"468,000","368,000","254,000","55,000","101,000",-,,"23,000","20,000","17,000","8,000","11,000",-
,,,,,,,,,,,,,,
K02000001,UK,"16,553,000","11,780,000","10,223,000","2,384,000","3,198,000","104,000",,"116,000","104,000","100,000","49,000","57,000","10,000"
