Code,Area,16 or under,17-19,20-23,24+,Still in education,Never had education,,16 or under-95,17-19-95,20-23-95,24+-95,Still in education-95,Never had education-95
E12000003,Yorkshire and The Humber,"1,877,000","780,000","561,000","103,000","260,000","8,000",,"37,000","25,000","22,000","9,000","15,000","3,000"
E12000004,East Midlands,"1,567,000","693,000","498,000","96,000","224,000","6,000",,"41,000","28,000","23,000","10,000","15,000","2,000"
E12000005,West Midlands,"1,962,000","850,000","553,000","106,000","268,000","15,000",,"39,000","27,000","22,000","10,000","15,000","4,000"
E12000006,East,"1,822,000","1,029,000","685,000","136,000","250,000","4,000",,"43,000","34,000","28,000","12,000","17,000","2,000"
E12000007,London,"1,444,000","1,434,000","1,693,000","533,000","506,000","54,000",,"39,000","41,000","46,000","26,000","24,000","8,000"
E12000008,South East,"2,323,000","1,591,000","1,214,000","255,000","411,000","7,000",,"48,000","41,000","35,000","16,000","20,000","2,000"
E12000009,South West,"1,597,000","952,000","642,000","115,000","230,000","2,000",,"36,000","29,000","24,000","10,000","14,000","1,000"
,,,,,,,,,,,,,,
E92000001,England,"16,121,000","8,709,000","6,855,000","1,540,000","2,617,000","112,000",,"114,000","89,000","81,000","39,000","49,000","10,000"
W92000004,Wales,"991,000","508,000","351,000","71,000","150,000","3,000",,"18,000","13,000","11,000","5,000","8,000","1,000"
S92000003,Scotland,"1,731,000","888,000","635,000","147,000","243,000","5,000",,"27,000","20,000","17,000","8,000","11,000","2,000"
N92000002,Northern Ireland,"537,000","318,000","225,000","45,000","103,000","3,000",,"23,000","18,000","15,000","7,000","10,000","2,000"
,,,,,,,,,,,,,,
K02000001,UK,"19,381,000","10,423,000","8,066,000","1,802,000","3,113,000","122,000",,"116,000","90,000","82,000","39,000","51,000","10,000"
